StockTickerId,OpenPrice,LowPrice,HighPrice,ClosePrice,StockHistoryDate
GOOG,110.83,109.33,111.99,111.44,7/14/2022 12:00:00 AM
F,11.22,11.14,11.40,11.39,7/14/2022 12:00:00 AM
F,11.58,11.49,11.90,11.88,7/15/2022 12:00:00 AM
GOOG,112.96,111.82,114.00,112.77,7/15/2022 12:00:00 AM
PFE,51.04,50.43,51.91,51.75,7/15/2022 12:00:00 AM
ATVI,76.41,76.23,77.41,77.39,7/15/2022 12:00:00 AM
ATVI,77.58,76.88,78.07,76.99,7/18/2022 12:00:00 AM
PFE,51.96,50.52,51.97,50.75,7/18/2022 12:00:00 AM
GOOG,113.44,109.30,114.80,109.91,7/18/2022 12:00:00 AM
F,12.15,11.90,12.25,11.96,7/18/2022 12:00:00 AM
F,12.22,12.21,12.69,12.59,7/19/2022 12:00:00 AM
GOOG,111.73,110.50,114.81,114.62,7/19/2022 12:00:00 AM
PFE,51.04,50.60,51.51,51.37,7/19/2022 12:00:00 AM
ATVI,77.40,77.18,78.71,78.63,7/19/2022 12:00:00 AM
ATVI,78.83,78.35,79.38,79.30,7/20/2022 12:00:00 AM
PFE,51.39,50.51,51.46,50.82,7/20/2022 12:00:00 AM
GOOG,114.06,113.26,116.33,114.70,7/20/2022 12:00:00 AM
F,12.60,12.51,12.82,12.73,7/20/2022 12:00:00 AM
F,12.88,12.63,13.00,13.00,7/21/2022 12:00:00 AM
GOOG,115.09,111.91,115.21,115.04,7/21/2022 12:00:00 AM
PFE,50.57,50.18,51.14,51.12,7/21/2022 12:00:00 AM
ATVI,79.35,79.10,79.53,79.49,7/21/2022 12:00:00 AM
ATVI,79.53,78.89,79.53,79.23,7/22/2022 12:00:00 AM
PFE,51.26,50.95,51.53,51.23,7/22/2022 12:00:00 AM
GOOG,111.81,107.60,113.18,108.36,7/22/2022 12:00:00 AM
F,13.10,12.72,13.14,12.82,7/22/2022 12:00:00 AM
F,12.85,12.60,12.99,12.84,7/25/2022 12:00:00 AM
GOOG,108.88,107.01,110.58,108.21,7/25/2022 12:00:00 AM
PFE,51.34,51.34,51.88,51.77,7/25/2022 12:00:00 AM
ATVI,79.65,78.78,79.98,79.65,7/25/2022 12:00:00 AM
ATVI,79.90,79.07,79.95,79.46,7/26/2022 12:00:00 AM
PFE,51.84,51.71,52.85,52.30,7/26/2022 12:00:00 AM
GOOG,107.43,104.76,107.74,105.44,7/26/2022 12:00:00 AM
F,12.68,12.46,12.76,12.54,7/26/2022 12:00:00 AM
F,12.75,12.63,13.19,13.19,7/27/2022 12:00:00 AM
GOOG,109.60,108.42,114.40,113.60,7/27/2022 12:00:00 AM
PFE,51.94,51.19,52.25,51.95,7/27/2022 12:00:00 AM
ATVI,79.60,79.30,80.00,79.79,7/27/2022 12:00:00 AM
ATVI,79.79,79.34,79.79,79.51,7/28/2022 12:00:00 AM
PFE,50.84,49.10,52.33,50.72,7/28/2022 12:00:00 AM
GOOG,112.80,111.85,114.70,114.59,7/28/2022 12:00:00 AM
F,13.94,13.38,14.09,14.00,7/28/2022 12:00:00 AM
F,14.11,14.01,14.79,14.69,7/29/2022 12:00:00 AM
GOOG,113.40,113.23,116.90,116.64,7/29/2022 12:00:00 AM
PFE,50.56,49.28,50.71,50.51,7/29/2022 12:00:00 AM
ATVI,79.42,79.11,80.24,79.95,7/29/2022 12:00:00 AM
ATVI,79.97,79.47,80.31,80.08,8/1/2022 12:00:00 AM
PFE,50.32,50.15,51.30,50.61,8/1/2022 12:00:00 AM
GOOG,115.53,114.69,117.12,115.48,8/1/2022 12:00:00 AM
F,14.66,14.55,15.43,15.34,8/1/2022 12:00:00 AM
F,15.20,15.12,15.45,15.16,8/2/2022 12:00:00 AM
GOOG,114.43,114.26,117.08,115.90,8/2/2022 12:00:00 AM
PFE,50.90,49.63,51.47,49.69,8/2/2022 12:00:00 AM
ATVI,79.95,79.17,80.35,79.32,8/2/2022 12:00:00 AM
ATVI,79.54,79.50,80.71,80.59,8/3/2022 12:00:00 AM
PFE,49.79,49.34,50.07,49.86,8/3/2022 12:00:00 AM
GOOG,116.34,116.15,119.42,118.78,8/3/2022 12:00:00 AM
F,15.48,15.46,16.15,15.69,8/3/2022 12:00:00 AM
F,15.65,15.31,15.67,15.37,8/4/2022 12:00:00 AM
GOOG,118.30,117.71,119.50,118.87,8/4/2022 12:00:00 AM
PFE,49.90,49.21,50.05,49.86,8/4/2022 12:00:00 AM
ATVI,80.65,80.59,81.31,80.66,8/4/2022 12:00:00 AM
ATVI,80.18,80.03,80.65,80.49,8/5/2022 12:00:00 AM
PFE,49.64,49.06,49.97,49.27,8/5/2022 12:00:00 AM
GOOG,116.93,116.71,118.86,118.22,8/5/2022 12:00:00 AM
F,15.23,15.13,15.47,15.30,8/5/2022 12:00:00 AM
F,15.57,15.55,16.04,15.78,8/8/2022 12:00:00 AM
GOOG,119.12,117.83,120.86,118.14,8/8/2022 12:00:00 AM
PFE,49.39,48.94,49.81,49.57,8/8/2022 12:00:00 AM
ATVI,80.58,80.58,81.05,81.00,8/8/2022 12:00:00 AM
ATVI,81.10,80.41,81.24,80.59,8/9/2022 12:00:00 AM
PFE,49.75,49.52,50.11,49.78,8/9/2022 12:00:00 AM
GOOG,117.99,116.56,118.20,117.50,8/9/2022 12:00:00 AM
F,15.66,15.15,15.70,15.19,8/9/2022 12:00:00 AM
F,15.47,15.23,15.58,15.50,8/10/2022 12:00:00 AM
GOOG,119.59,119.36,121.78,120.65,8/10/2022 12:00:00 AM
PFE,49.92,49.38,50.05,49.95,8/10/2022 12:00:00 AM
ATVI,81.14,80.49,81.22,80.91,8/10/2022 12:00:00 AM
ATVI,81.00,80.50,81.13,80.51,8/11/2022 12:00:00 AM
PFE,48.22,47.81,49.13,48.29,8/11/2022 12:00:00 AM
GOOG,122.08,119.55,122.34,119.82,8/11/2022 12:00:00 AM
F,15.80,15.61,15.92,15.83,8/11/2022 12:00:00 AM
F,15.95,15.84,16.22,16.18,8/12/2022 12:00:00 AM
GOOG,121.16,120.40,122.65,122.65,8/12/2022 12:00:00 AM
PFE,48.55,48.55,50.39,50.11,8/12/2022 12:00:00 AM
ATVI,80.75,80.66,80.95,80.79,8/12/2022 12:00:00 AM
ATVI,80.60,80.38,80.80,80.73,8/15/2022 12:00:00 AM
PFE,49.97,49.38,50.06,49.75,8/15/2022 12:00:00 AM
GOOG,122.21,121.57,123.26,122.88,8/15/2022 12:00:00 AM
F,16.00,15.94,16.45,16.32,8/15/2022 12:00:00 AM
F,16.30,16.26,16.68,16.43,8/16/2022 12:00:00 AM
GOOG,122.32,121.53,123.23,122.51,8/16/2022 12:00:00 AM
PFE,49.38,49.36,50.18,49.86,8/16/2022 12:00:00 AM
ATVI,80.81,80.55,81.17,80.92,8/16/2022 12:00:00 AM
ATVI,80.76,79.81,80.91,80.53,8/17/2022 12:00:00 AM
PFE,49.65,49.25,49.86,49.27,8/17/2022 12:00:00 AM
GOOG,120.93,120.20,122.15,120.32,8/17/2022 12:00:00 AM
F,16.16,15.90,16.27,16.03,8/17/2022 12:00:00 AM
F,15.99,15.86,16.21,16.15,8/18/2022 12:00:00 AM
GOOG,120.23,119.55,121.69,120.86,8/18/2022 12:00:00 AM
PFE,49.39,48.38,49.52,48.58,8/18/2022 12:00:00 AM
ATVI,80.71,80.23,80.75,80.44,8/18/2022 12:00:00 AM
ATVI,80.33,79.97,81.50,80.27,8/19/2022 12:00:00 AM
PFE,48.84,48.73,49.45,49.15,8/19/2022 12:00:00 AM
GOOG,119.87,117.67,120.00,118.12,8/19/2022 12:00:00 AM
F,15.95,15.77,16.14,15.88,8/19/2022 12:00:00 AM
F,15.08,14.91,15.21,15.08,8/22/2022 12:00:00 AM
GOOG,116.10,114.67,116.50,115.07,8/22/2022 12:00:00 AM
PFE,49.21,48.73,49.40,48.90,8/22/2022 12:00:00 AM
ATVI,79.83,79.61,80.07,79.76,8/22/2022 12:00:00 AM
ATVI,79.53,79.30,79.77,79.34,8/23/2022 12:00:00 AM
PFE,48.42,47.76,48.52,48.01,8/23/2022 12:00:00 AM
GOOG,114.32,114.30,115.93,114.77,8/23/2022 12:00:00 AM
F,15.09,15.09,15.42,15.32,8/23/2022 12:00:00 AM
F,15.32,15.24,15.66,15.52,8/24/2022 12:00:00 AM
GOOG,114.45,113.78,115.72,114.70,8/24/2022 12:00:00 AM
PFE,47.90,47.38,48.01,47.43,8/24/2022 12:00:00 AM
ATVI,79.36,79.13,79.73,79.28,8/24/2022 12:00:00 AM
ATVI,79.50,78.32,79.52,79.07,8/25/2022 12:00:00 AM
PFE,47.52,47.27,47.95,47.90,8/25/2022 12:00:00 AM
GOOG,115.15,115.05,117.78,117.70,8/25/2022 12:00:00 AM
F,15.60,15.58,16.04,15.93,8/25/2022 12:00:00 AM
F,16.01,15.41,16.09,15.41,8/26/2022 12:00:00 AM
GOOG,115.81,111.22,116.60,111.30,8/26/2022 12:00:00 AM
PFE,47.62,46.70,47.96,46.82,8/26/2022 12:00:00 AM
ATVI,79.42,78.58,79.50,78.63,8/26/2022 12:00:00 AM
ATVI,78.55,78.50,79.08,78.75,8/29/2022 12:00:00 AM
PFE,46.38,46.12,46.69,46.23,8/29/2022 12:00:00 AM
GOOG,110.78,109.81,111.96,110.34,8/29/2022 12:00:00 AM
F,15.20,15.19,15.71,15.57,8/29/2022 12:00:00 AM
F,15.70,15.17,15.80,15.45,8/30/2022 12:00:00 AM
GOOG,111.03,108.80,111.37,109.91,8/30/2022 12:00:00 AM
PFE,46.34,45.80,46.35,45.85,8/30/2022 12:00:00 AM
ATVI,78.83,78.47,78.94,78.62,8/30/2022 12:00:00 AM
ATVI,78.98,78.47,79.14,78.49,8/31/2022 12:00:00 AM
PFE,46.01,45.13,46.28,45.23,8/31/2022 12:00:00 AM
GOOG,111.63,109.05,111.77,109.15,8/31/2022 12:00:00 AM
F,15.52,15.24,15.52,15.24,8/31/2022 12:00:00 AM
F,15.10,14.78,15.21,15.19,9/1/2022 12:00:00 AM
GOOG,109.20,108.19,111.22,110.55,9/1/2022 12:00:00 AM
PFE,45.14,45.14,46.65,46.63,9/1/2022 12:00:00 AM
ATVI,78.21,78.10,79.00,78.55,9/1/2022 12:00:00 AM
ATVI,78.50,77.36,78.56,77.53,9/2/2022 12:00:00 AM
PFE,46.74,45.53,46.80,45.70,9/2/2022 12:00:00 AM
GOOG,111.34,108.13,111.67,108.68,9/2/2022 12:00:00 AM
F,15.53,15.06,15.57,15.16,9/2/2022 12:00:00 AM
F,15.22,14.84,15.24,15.03,9/6/2022 12:00:00 AM
GOOG,108.14,106.51,108.88,107.48,9/6/2022 12:00:00 AM
PFE,45.96,45.53,46.44,45.76,9/6/2022 12:00:00 AM
ATVI,77.59,76.67,77.59,76.84,9/6/2022 12:00:00 AM
ATVI,76.88,76.77,77.86,77.72,9/7/2022 12:00:00 AM
PFE,45.70,45.38,46.21,46.13,9/7/2022 12:00:00 AM
GOOG,107.76,107.61,110.99,110.48,9/7/2022 12:00:00 AM
F,14.91,14.79,15.49,15.43,9/7/2022 12:00:00 AM
F,15.16,15.02,15.48,15.47,9/8/2022 12:00:00 AM
GOOG,109.18,108.06,110.58,109.42,9/8/2022 12:00:00 AM
PFE,46.02,45.87,47.12,47.08,9/8/2022 12:00:00 AM
ATVI,77.62,77.00,77.69,77.39,9/8/2022 12:00:00 AM
ATVI,77.57,77.37,78.58,78.51,9/9/2022 12:00:00 AM
PFE,47.20,47.10,47.99,47.84,9/9/2022 12:00:00 AM
GOOG,110.05,110.00,112.00,111.78,9/9/2022 12:00:00 AM
F,15.60,15.32,15.70,15.42,9/9/2022 12:00:00 AM
F,15.55,15.45,15.74,15.54,9/12/2022 12:00:00 AM
GOOG,111.99,110.93,112.64,111.87,9/12/2022 12:00:00 AM
PFE,48.08,47.69,48.35,47.76,9/12/2022 12:00:00 AM
ATVI,78.75,77.95,78.92,78.13,9/12/2022 12:00:00 AM
ATVI,77.49,76.64,78.04,76.76,9/13/2022 12:00:00 AM
PFE,47.13,46.02,47.32,46.19,9/13/2022 12:00:00 AM
GOOG,108.89,105.00,109.37,105.31,9/13/2022 12:00:00 AM
F,15.00,14.70,15.13,14.74,9/13/2022 12:00:00 AM
F,14.76,14.45,14.85,14.66,9/14/2022 12:00:00 AM
GOOG,105.44,104.50,106.10,105.87,9/14/2022 12:00:00 AM
PFE,46.20,45.78,46.41,46.15,9/14/2022 12:00:00 AM
ATVI,77.00,76.04,77.14,76.60,9/14/2022 12:00:00 AM
ATVI,76.50,76.31,77.22,76.83,9/15/2022 12:00:00 AM
PFE,46.11,45.70,46.29,45.94,9/15/2022 12:00:00 AM
GOOG,105.01,103.31,106.21,103.90,9/15/2022 12:00:00 AM
F,14.69,14.68,15.21,14.89,9/15/2022 12:00:00 AM
F,14.62,14.47,14.74,14.72,9/16/2022 12:00:00 AM
GOOG,102.97,101.86,104.03,103.63,9/16/2022 12:00:00 AM
PFE,46.09,45.64,46.62,46.03,9/16/2022 12:00:00 AM
ATVI,76.71,75.78,77.06,76.02,9/16/2022 12:00:00 AM
ATVI,75.85,75.51,76.28,75.94,9/19/2022 12:00:00 AM
PFE,45.68,44.78,45.88,45.44,9/19/2022 12:00:00 AM
GOOG,102.54,102.37,104.02,103.85,9/19/2022 12:00:00 AM
F,14.50,14.49,14.96,14.93,9/19/2022 12:00:00 AM
F,14.09,13.01,14.23,13.09,9/20/2022 12:00:00 AM
GOOG,102.88,101.12,103.17,101.83,9/20/2022 12:00:00 AM
PFE,45.00,44.44,45.27,44.77,9/20/2022 12:00:00 AM
ATVI,76.00,75.00,76.15,75.04,9/20/2022 12:00:00 AM
ATVI,75.18,74.83,76.14,75.32,9/21/2022 12:00:00 AM
PFE,44.81,43.90,44.98,43.92,9/21/2022 12:00:00 AM
GOOG,102.24,99.99,103.49,100.01,9/21/2022 12:00:00 AM
F,13.24,13.05,13.59,13.05,9/21/2022 12:00:00 AM
F,13.12,12.75,13.24,12.77,9/22/2022 12:00:00 AM
GOOG,99.45,99.41,101.68,100.57,9/22/2022 12:00:00 AM
PFE,43.67,43.52,45.00,44.57,9/22/2022 12:00:00 AM
ATVI,75.31,75.18,77.23,77.03,9/22/2022 12:00:00 AM
ATVI,76.59,74.81,76.66,74.95,9/23/2022 12:00:00 AM
PFE,44.44,43.58,44.56,44.08,9/23/2022 12:00:00 AM
GOOG,100.06,98.01,100.11,99.17,9/23/2022 12:00:00 AM
F,12.33,11.95,12.44,12.31,9/23/2022 12:00:00 AM
F,12.21,11.93,12.38,11.99,9/26/2022 12:00:00 AM
GOOG,98.61,98.38,100.44,98.81,9/26/2022 12:00:00 AM
PFE,43.81,43.67,44.33,43.83,9/26/2022 12:00:00 AM
ATVI,74.84,74.25,75.32,74.33,9/26/2022 12:00:00 AM
ATVI,74.70,74.47,75.33,74.86,9/27/2022 12:00:00 AM
PFE,44.22,43.73,44.58,44.09,9/27/2022 12:00:00 AM
GOOG,99.91,97.34,100.46,98.09,9/27/2022 12:00:00 AM
F,12.21,11.66,12.22,11.91,9/27/2022 12:00:00 AM
F,11.91,11.76,12.24,12.18,9/28/2022 12:00:00 AM
GOOG,98.02,97.80,101.40,100.74,9/28/2022 12:00:00 AM
PFE,44.67,44.22,44.81,44.43,9/28/2022 12:00:00 AM
ATVI,74.86,74.42,75.72,75.39,9/28/2022 12:00:00 AM
ATVI,75.19,74.33,75.36,74.87,9/29/2022 12:00:00 AM
PFE,44.41,43.95,44.62,44.16,9/29/2022 12:00:00 AM
GOOG,99.30,96.52,99.30,98.09,9/29/2022 12:00:00 AM
F,11.85,11.36,11.88,11.47,9/29/2022 12:00:00 AM
F,11.39,11.19,11.53,11.20,9/30/2022 12:00:00 AM
GOOG,97.73,96.03,99.49,96.15,9/30/2022 12:00:00 AM
PFE,44.17,43.73,44.60,43.76,9/30/2022 12:00:00 AM
ATVI,74.90,74.22,75.30,74.34,9/30/2022 12:00:00 AM
ATVI,74.41,74.11,74.80,74.36,10/3/2022 12:00:00 AM
PFE,44.07,43.49,44.28,44.14,10/3/2022 12:00:00 AM
GOOG,97.22,97.02,99.97,99.30,10/3/2022 12:00:00 AM
F,11.38,11.13,11.59,11.47,10/3/2022 12:00:00 AM
F,11.96,11.94,12.37,12.36,10/4/2022 12:00:00 AM
GOOG,101.04,101.04,102.72,102.41,10/4/2022 12:00:00 AM
PFE,44.25,44.09,44.84,44.46,10/4/2022 12:00:00 AM
ATVI,74.71,74.56,75.38,75.00,10/4/2022 12:00:00 AM
ATVI,74.84,73.83,75.00,74.11,10/5/2022 12:00:00 AM
PFE,44.12,43.68,44.37,44.12,10/5/2022 12:00:00 AM
GOOG,100.69,99.74,102.74,102.22,10/5/2022 12:00:00 AM
F,12.38,12.13,12.56,12.51,10/5/2022 12:00:00 AM
F,12.36,12.19,12.63,12.36,10/6/2022 12:00:00 AM
GOOG,101.50,101.50,103.73,102.24,10/6/2022 12:00:00 AM
PFE,43.76,43.04,43.77,43.09,10/6/2022 12:00:00 AM
ATVI,74.09,73.64,74.39,73.83,10/6/2022 12:00:00 AM
ATVI,73.59,73.04,73.73,73.35,10/7/2022 12:00:00 AM
PFE,43.05,41.92,43.05,42.32,10/7/2022 12:00:00 AM
GOOG,100.65,99.21,101.42,99.57,10/7/2022 12:00:00 AM
F,12.18,12.00,12.30,12.20,10/7/2022 12:00:00 AM
PFE,42.35,41.75,42.62,41.75,10/10/2022 12:00:00 AM
F,11.47,11.20,11.55,11.36,10/10/2022 12:00:00 AM
GOOG,99.85,97.87,99.99,98.71,10/10/2022 12:00:00 AM
ATVI,73.35,73.28,74.11,73.75,10/10/2022 12:00:00 AM
ATVI,73.60,73.25,74.02,73.55,10/11/2022 12:00:00 AM
GOOG,98.25,97.25,100.12,98.05,10/11/2022 12:00:00 AM
F,11.30,11.18,11.87,11.56,10/11/2022 12:00:00 AM
PFE,41.66,41.45,42.57,41.92,10/11/2022 12:00:00 AM
PFE,42.09,41.92,43.14,42.03,10/12/2022 12:00:00 AM
F,11.48,11.35,11.70,11.54,10/12/2022 12:00:00 AM
GOOG,98.27,97.67,99.65,98.30,10/12/2022 12:00:00 AM
ATVI,73.54,73.17,73.65,73.50,10/12/2022 12:00:00 AM
ATVI,72.92,72.41,73.89,73.12,10/13/2022 12:00:00 AM
GOOG,95.93,95.27,100.53,99.71,10/13/2022 12:00:00 AM
F,11.24,11.20,11.89,11.77,10/13/2022 12:00:00 AM
PFE,41.76,41.70,43.16,42.98,10/13/2022 12:00:00 AM
PFE,42.89,42.36,43.38,42.86,10/14/2022 12:00:00 AM
F,11.80,11.56,11.85,11.67,10/14/2022 12:00:00 AM
GOOG,100.63,97.03,101.29,97.18,10/14/2022 12:00:00 AM
ATVI,73.44,72.08,73.66,72.13,10/14/2022 12:00:00 AM
ATVI,72.80,71.71,72.93,71.76,10/17/2022 12:00:00 AM
GOOG,99.52,99.51,101.77,100.78,10/17/2022 12:00:00 AM
F,11.98,11.66,11.99,11.83,10/17/2022 12:00:00 AM
PFE,43.19,43.19,43.81,43.65,10/17/2022 12:00:00 AM
PFE,44.05,43.62,44.36,44.09,10/18/2022 12:00:00 AM
F,12.22,11.91,12.25,12.03,10/18/2022 12:00:00 AM
GOOG,103.94,100.65,104.22,101.39,10/18/2022 12:00:00 AM
ATVI,72.23,72.03,72.50,72.26,10/18/2022 12:00:00 AM
ATVI,72.01,71.79,72.47,72.21,10/19/2022 12:00:00 AM
GOOG,100.70,99.64,101.66,100.29,10/19/2022 12:00:00 AM
F,11.91,11.86,12.14,12.13,10/19/2022 12:00:00 AM
PFE,43.91,42.74,44.07,43.11,10/19/2022 12:00:00 AM
PFE,43.27,42.82,43.41,42.91,10/20/2022 12:00:00 AM
F,12.13,11.73,12.20,11.77,10/20/2022 12:00:00 AM
GOOG,100.82,99.97,103.00,100.53,10/20/2022 12:00:00 AM
ATVI,72.24,72.24,73.83,73.31,10/20/2022 12:00:00 AM
ATVI,72.93,72.42,73.17,72.71,10/21/2022 12:00:00 AM
GOOG,98.46,98.23,101.62,101.48,10/21/2022 12:00:00 AM
F,11.74,11.68,12.25,12.19,10/21/2022 12:00:00 AM
PFE,43.31,42.99,45.16,44.95,10/21/2022 12:00:00 AM
