StockTickerId,OpenPrice,LowPrice,HighPrice,ClosePrice,StockHistoryDate
ATVI,81.04,80.44,81.12,80.71,2/23/2022 12:00:00 AM
ATVI,80.10,80.02,81.18,81.01,2/24/2022 12:00:00 AM
PFE,45.86,45.40,46.76,45.96,2/24/2022 12:00:00 AM
GOOG,125.00,124.76,133.04,132.67,2/24/2022 12:00:00 AM
F,15.99,15.96,17.19,17.15,2/24/2022 12:00:00 AM
F,17.25,17.12,17.90,17.83,2/25/2022 12:00:00 AM
GOOG,133.53,131.76,135.39,134.52,2/25/2022 12:00:00 AM
PFE,45.81,45.74,48.03,47.72,2/25/2022 12:00:00 AM
ATVI,81.15,80.63,81.53,81.44,2/25/2022 12:00:00 AM
ATVI,81.05,80.89,81.57,81.50,2/28/2022 12:00:00 AM
PFE,46.82,46.34,47.17,46.94,2/28/2022 12:00:00 AM
GOOG,133.28,132.83,135.64,134.89,2/28/2022 12:00:00 AM
F,17.34,17.21,17.68,17.56,2/28/2022 12:00:00 AM
F,17.41,16.45,17.41,16.70,3/1/2022 12:00:00 AM
GOOG,134.48,133.38,136.11,134.17,3/1/2022 12:00:00 AM
PFE,46.69,45.44,47.14,45.75,3/1/2022 12:00:00 AM
ATVI,81.14,80.58,81.50,80.88,3/1/2022 12:00:00 AM
ATVI,81.34,80.94,81.67,81.48,3/2/2022 12:00:00 AM
PFE,46.11,46.00,47.93,47.70,3/2/2022 12:00:00 AM
GOOG,134.61,133.43,135.62,134.75,3/2/2022 12:00:00 AM
F,17.50,17.30,18.25,18.10,3/2/2022 12:00:00 AM
F,18.25,17.44,18.25,17.60,3/3/2022 12:00:00 AM
GOOG,135.98,133.43,136.71,134.31,3/3/2022 12:00:00 AM
PFE,47.68,47.48,48.59,47.83,3/3/2022 12:00:00 AM
ATVI,81.55,81.09,81.65,81.50,3/3/2022 12:00:00 AM
ATVI,81.36,81.29,81.83,81.43,3/4/2022 12:00:00 AM
PFE,47.50,47.41,48.77,48.65,3/4/2022 12:00:00 AM
GOOG,133.38,130.41,134.20,132.12,3/4/2022 12:00:00 AM
F,17.35,16.64,17.39,16.85,3/4/2022 12:00:00 AM
F,16.84,15.97,16.90,15.97,3/7/2022 12:00:00 AM
GOOG,131.90,126.41,131.90,126.46,3/7/2022 12:00:00 AM
PFE,48.25,47.52,48.84,47.98,3/7/2022 12:00:00 AM
ATVI,81.18,80.40,81.50,80.55,3/7/2022 12:00:00 AM
ATVI,80.42,80.32,81.44,81.03,3/8/2022 12:00:00 AM
PFE,47.58,46.47,48.42,47.44,3/8/2022 12:00:00 AM
GOOG,126.25,125.86,131.25,127.28,3/8/2022 12:00:00 AM
F,16.06,15.77,16.72,16.03,3/8/2022 12:00:00 AM
F,16.65,16.28,16.83,16.37,3/9/2022 12:00:00 AM
GOOG,131.40,130.09,134.20,133.87,3/9/2022 12:00:00 AM
PFE,48.13,48.00,49.22,48.75,3/9/2022 12:00:00 AM
ATVI,81.37,80.66,81.48,80.83,3/9/2022 12:00:00 AM
ATVI,80.77,80.57,81.27,80.80,3/10/2022 12:00:00 AM
PFE,48.30,48.05,49.29,49.20,3/10/2022 12:00:00 AM
GOOG,131.46,131.40,133.54,132.68,3/10/2022 12:00:00 AM
F,16.11,15.76,16.41,16.33,3/10/2022 12:00:00 AM
F,16.40,16.01,16.48,16.04,3/11/2022 12:00:00 AM
GOOG,134.00,130.30,134.20,130.48,3/11/2022 12:00:00 AM
PFE,49.14,48.94,50.90,50.27,3/11/2022 12:00:00 AM
ATVI,80.80,80.18,81.20,80.31,3/11/2022 12:00:00 AM
ATVI,80.05,79.45,80.44,79.55,3/14/2022 12:00:00 AM
PFE,50.72,50.39,52.91,52.25,3/14/2022 12:00:00 AM
GOOG,130.57,126.41,131.03,126.74,3/14/2022 12:00:00 AM
F,16.09,15.51,16.23,15.74,3/14/2022 12:00:00 AM
F,15.77,15.53,16.14,16.06,3/15/2022 12:00:00 AM
GOOG,127.74,126.57,130.52,129.66,3/15/2022 12:00:00 AM
PFE,52.62,51.18,52.92,52.21,3/15/2022 12:00:00 AM
ATVI,79.43,79.15,79.80,79.51,3/15/2022 12:00:00 AM
ATVI,79.78,78.74,79.85,79.12,3/16/2022 12:00:00 AM
PFE,52.54,52.18,53.27,52.92,3/16/2022 12:00:00 AM
GOOG,131.00,129.20,133.77,133.69,3/16/2022 12:00:00 AM
F,16.47,16.06,16.63,16.58,3/16/2022 12:00:00 AM
F,16.23,16.16,16.58,16.58,3/17/2022 12:00:00 AM
GOOG,133.32,132.72,134.74,134.60,3/17/2022 12:00:00 AM
PFE,52.92,52.79,54.25,54.24,3/17/2022 12:00:00 AM
ATVI,79.48,78.61,79.48,78.89,3/17/2022 12:00:00 AM
ATVI,78.75,78.55,79.36,78.76,3/18/2022 12:00:00 AM
PFE,54.38,53.70,55.00,54.51,3/18/2022 12:00:00 AM
GOOG,133.88,132.93,136.91,136.80,3/18/2022 12:00:00 AM
F,16.42,16.28,16.89,16.86,3/18/2022 12:00:00 AM
F,16.87,16.33,17.11,16.48,3/21/2022 12:00:00 AM
GOOG,136.85,134.61,137.58,136.48,3/21/2022 12:00:00 AM
PFE,54.24,53.90,55.30,54.19,3/21/2022 12:00:00 AM
ATVI,78.84,78.41,79.10,78.84,3/21/2022 12:00:00 AM
ATVI,78.90,78.90,79.43,79.30,3/22/2022 12:00:00 AM
PFE,54.20,52.49,54.32,53.04,3/22/2022 12:00:00 AM
GOOG,136.50,136.50,141.50,140.28,3/22/2022 12:00:00 AM
F,16.72,16.70,17.30,17.09,3/22/2022 12:00:00 AM
F,16.82,16.57,17.05,16.68,3/23/2022 12:00:00 AM
GOOG,139.14,138.17,140.03,138.50,3/23/2022 12:00:00 AM
PFE,53.02,52.16,53.50,52.19,3/23/2022 12:00:00 AM
ATVI,79.15,79.03,79.84,79.07,3/23/2022 12:00:00 AM
ATVI,79.35,78.96,79.65,79.62,3/24/2022 12:00:00 AM
PFE,52.54,52.29,52.84,52.59,3/24/2022 12:00:00 AM
GOOG,139.27,138.04,141.40,141.31,3/24/2022 12:00:00 AM
F,16.74,16.64,16.98,16.83,3/24/2022 12:00:00 AM
F,16.74,16.34,16.78,16.47,3/25/2022 12:00:00 AM
GOOG,141.75,139.70,141.96,141.52,3/25/2022 12:00:00 AM
PFE,52.74,52.51,53.25,52.78,3/25/2022 12:00:00 AM
ATVI,79.67,79.50,79.97,79.60,3/25/2022 12:00:00 AM
ATVI,79.31,79.18,80.07,80.01,3/28/2022 12:00:00 AM
PFE,52.53,52.50,53.56,53.28,3/28/2022 12:00:00 AM
GOOG,140.68,139.83,141.98,141.95,3/28/2022 12:00:00 AM
F,16.55,16.28,16.68,16.67,3/28/2022 12:00:00 AM
F,17.01,17.01,17.80,17.75,3/29/2022 12:00:00 AM
GOOG,143.16,142.48,144.16,143.25,3/29/2022 12:00:00 AM
PFE,54.00,52.62,54.08,52.74,3/29/2022 12:00:00 AM
ATVI,80.15,80.15,80.75,80.75,3/29/2022 12:00:00 AM
ATVI,80.51,80.31,80.66,80.36,3/30/2022 12:00:00 AM
PFE,53.20,51.97,53.72,52.44,3/30/2022 12:00:00 AM
GOOG,142.87,142.17,143.48,142.64,3/30/2022 12:00:00 AM
F,17.52,17.20,17.66,17.27,3/30/2022 12:00:00 AM
F,17.20,16.50,17.35,16.91,3/31/2022 12:00:00 AM
GOOG,142.45,139.62,142.64,139.65,3/31/2022 12:00:00 AM
PFE,52.00,51.74,52.88,51.77,3/31/2022 12:00:00 AM
ATVI,80.40,79.93,80.75,80.11,3/31/2022 12:00:00 AM
ATVI,79.83,79.78,80.87,80.82,4/1/2022 12:00:00 AM
PFE,52.12,51.10,52.16,51.57,4/1/2022 12:00:00 AM
GOOG,140.01,138.80,140.95,140.70,4/1/2022 12:00:00 AM
F,17.01,16.34,17.15,16.65,4/1/2022 12:00:00 AM
F,16.66,16.36,16.73,16.66,4/4/2022 12:00:00 AM
GOOG,140.82,140.82,144.04,143.64,4/4/2022 12:00:00 AM
PFE,51.78,50.37,51.87,50.94,4/4/2022 12:00:00 AM
ATVI,80.82,80.47,80.95,80.73,4/4/2022 12:00:00 AM
ATVI,80.61,80.26,81.13,80.38,4/5/2022 12:00:00 AM
PFE,50.81,50.75,52.15,51.24,4/5/2022 12:00:00 AM
GOOG,143.40,140.94,143.59,141.06,4/5/2022 12:00:00 AM
F,16.46,15.81,16.62,15.82,4/5/2022 12:00:00 AM
F,15.60,15.18,15.80,15.39,4/6/2022 12:00:00 AM
GOOG,139.16,136.42,139.85,137.18,4/6/2022 12:00:00 AM
PFE,51.16,51.16,53.09,52.87,4/6/2022 12:00:00 AM
ATVI,79.95,79.95,80.52,80.11,4/6/2022 12:00:00 AM
ATVI,80.13,79.98,80.45,80.11,4/7/2022 12:00:00 AM
PFE,52.50,52.50,55.41,55.16,4/7/2022 12:00:00 AM
GOOG,136.62,134.86,137.70,136.47,4/7/2022 12:00:00 AM
F,15.07,14.56,15.21,14.96,4/7/2022 12:00:00 AM
F,14.94,14.81,15.44,15.05,4/8/2022 12:00:00 AM
GOOG,136.25,133.75,136.25,134.01,4/8/2022 12:00:00 AM
PFE,54.85,54.46,55.58,55.17,4/8/2022 12:00:00 AM
ATVI,80.05,79.91,80.45,80.09,4/8/2022 12:00:00 AM
ATVI,80.00,79.42,80.25,79.48,4/11/2022 12:00:00 AM
PFE,55.46,53.77,56.32,53.93,4/11/2022 12:00:00 AM
GOOG,132.90,129.62,132.94,129.80,4/11/2022 12:00:00 AM
F,14.89,14.89,15.77,15.28,4/11/2022 12:00:00 AM
F,15.50,15.28,15.72,15.36,4/12/2022 12:00:00 AM
GOOG,132.42,127.58,132.42,128.37,4/12/2022 12:00:00 AM
PFE,53.30,52.65,53.93,53.11,4/12/2022 12:00:00 AM
ATVI,79.59,79.41,79.81,79.54,4/12/2022 12:00:00 AM
ATVI,79.33,78.79,79.38,79.10,4/13/2022 12:00:00 AM
PFE,53.13,52.70,53.82,53.10,4/13/2022 12:00:00 AM
GOOG,128.63,128.44,130.66,130.29,4/13/2022 12:00:00 AM
F,15.31,15.22,15.54,15.51,4/13/2022 12:00:00 AM
F,15.50,15.46,15.76,15.48,4/14/2022 12:00:00 AM
GOOG,130.65,127.11,130.71,127.25,4/14/2022 12:00:00 AM
PFE,53.40,53.04,53.91,53.12,4/14/2022 12:00:00 AM
ATVI,78.95,78.85,79.17,78.93,4/14/2022 12:00:00 AM
ATVI,78.80,78.72,79.12,79.06,4/18/2022 12:00:00 AM
PFE,52.83,51.63,53.11,51.84,4/18/2022 12:00:00 AM
GOOG,127.41,126.58,128.71,127.96,4/18/2022 12:00:00 AM
F,15.37,15.37,15.79,15.67,4/18/2022 12:00:00 AM
F,15.74,15.74,16.23,16.15,4/19/2022 12:00:00 AM
GOOG,128.08,127.45,130.90,130.53,4/19/2022 12:00:00 AM
PFE,51.66,49.37,51.88,50.18,4/19/2022 12:00:00 AM
ATVI,78.91,78.81,79.34,79.03,4/19/2022 12:00:00 AM
ATVI,79.12,78.86,79.31,78.91,4/20/2022 12:00:00 AM
PFE,50.00,49.21,50.16,49.75,4/20/2022 12:00:00 AM
GOOG,131.28,127.89,131.92,128.25,4/20/2022 12:00:00 AM
F,16.23,16.00,16.55,16.05,4/20/2022 12:00:00 AM
F,16.48,15.61,16.57,15.70,4/21/2022 12:00:00 AM
GOOG,129.35,124.65,130.31,124.94,4/21/2022 12:00:00 AM
PFE,49.93,48.92,50.01,49.11,4/21/2022 12:00:00 AM
ATVI,79.03,78.69,79.11,78.90,4/21/2022 12:00:00 AM
ATVI,78.85,78.53,79.01,78.61,4/22/2022 12:00:00 AM
PFE,48.95,47.90,49.10,48.13,4/22/2022 12:00:00 AM
GOOG,125.00,119.14,125.45,119.61,4/22/2022 12:00:00 AM
F,15.55,15.00,15.64,15.13,4/22/2022 12:00:00 AM
F,14.91,14.62,15.20,15.19,4/25/2022 12:00:00 AM
GOOG,119.43,118.77,123.28,123.25,4/25/2022 12:00:00 AM
PFE,47.85,47.12,49.19,48.95,4/25/2022 12:00:00 AM
ATVI,78.21,77.41,78.47,78.05,4/25/2022 12:00:00 AM
ATVI,77.82,77.02,78.06,77.06,4/26/2022 12:00:00 AM
PFE,48.99,48.92,50.25,49.03,4/26/2022 12:00:00 AM
GOOG,122.75,119.16,122.75,119.51,4/26/2022 12:00:00 AM
F,15.10,14.67,15.14,14.71,4/26/2022 12:00:00 AM
F,14.79,14.60,15.10,14.85,4/27/2022 12:00:00 AM
GOOG,114.37,113.12,117.50,115.02,4/27/2022 12:00:00 AM
PFE,49.11,48.21,49.91,49.74,4/27/2022 12:00:00 AM
ATVI,76.82,76.06,77.28,76.10,4/27/2022 12:00:00 AM
ATVI,76.45,76.18,77.36,76.70,4/28/2022 12:00:00 AM
PFE,50.44,49.48,50.77,50.51,4/28/2022 12:00:00 AM
GOOG,117.11,115.14,120.44,119.41,4/28/2022 12:00:00 AM
F,14.91,13.90,14.99,14.62,4/28/2022 12:00:00 AM
F,14.59,14.10,14.97,14.16,4/29/2022 12:00:00 AM
GOOG,117.58,114.69,118.96,114.97,4/29/2022 12:00:00 AM
PFE,49.87,49.00,50.34,49.07,4/29/2022 12:00:00 AM
ATVI,76.41,75.33,76.75,75.60,4/29/2022 12:00:00 AM
ATVI,77.17,76.94,78.22,78.06,5/2/2022 12:00:00 AM
PFE,47.68,47.46,48.76,48.34,5/2/2022 12:00:00 AM
GOOG,113.91,113.40,117.34,117.16,5/2/2022 12:00:00 AM
F,14.02,13.82,14.29,14.27,5/2/2022 12:00:00 AM
F,14.31,14.20,14.75,14.56,5/3/2022 12:00:00 AM
GOOG,116.77,116.63,119.30,118.13,5/3/2022 12:00:00 AM
PFE,48.87,47.70,50.04,49.29,5/3/2022 12:00:00 AM
ATVI,78.50,78.18,79.39,78.78,5/3/2022 12:00:00 AM
ATVI,79.08,78.66,79.50,79.24,5/4/2022 12:00:00 AM
PFE,48.89,47.91,49.87,49.66,5/4/2022 12:00:00 AM
GOOG,118.00,115.74,123.14,122.58,5/4/2022 12:00:00 AM
F,14.51,14.26,15.00,14.98,5/4/2022 12:00:00 AM
F,14.82,14.34,14.82,14.53,5/5/2022 12:00:00 AM
GOOG,120.22,115.18,121.23,116.75,5/5/2022 12:00:00 AM
PFE,49.46,47.55,49.55,48.45,5/5/2022 12:00:00 AM
ATVI,79.11,78.53,79.11,78.76,5/5/2022 12:00:00 AM
ATVI,78.70,77.48,78.86,77.84,5/6/2022 12:00:00 AM
PFE,48.09,48.04,49.22,49.04,5/6/2022 12:00:00 AM
GOOG,115.52,114.14,117.50,115.66,5/6/2022 12:00:00 AM
F,14.46,14.00,14.60,14.21,5/6/2022 12:00:00 AM
F,13.85,13.31,14.17,13.37,5/9/2022 12:00:00 AM
GOOG,113.30,112.55,115.56,113.08,5/9/2022 12:00:00 AM
PFE,48.38,47.77,49.17,48.64,5/9/2022 12:00:00 AM
ATVI,77.42,76.34,77.64,77.17,5/9/2022 12:00:00 AM
ATVI,77.71,76.15,77.88,76.92,5/10/2022 12:00:00 AM
PFE,49.04,48.69,49.90,49.49,5/10/2022 12:00:00 AM
GOOG,116.04,113.38,116.69,114.58,5/10/2022 12:00:00 AM
F,13.80,13.02,13.84,13.35,5/10/2022 12:00:00 AM
F,13.20,12.79,13.62,12.83,5/11/2022 12:00:00 AM
GOOG,113.71,113.65,116.67,113.96,5/11/2022 12:00:00 AM
PFE,49.07,49.03,50.23,49.45,5/11/2022 12:00:00 AM
ATVI,76.67,76.45,78.14,77.47,5/11/2022 12:00:00 AM
ATVI,76.88,76.50,77.87,77.38,5/12/2022 12:00:00 AM
PFE,49.00,48.72,50.43,50.39,5/12/2022 12:00:00 AM
GOOG,111.94,110.11,114.86,113.16,5/12/2022 12:00:00 AM
F,12.21,12.15,12.80,12.44,5/12/2022 12:00:00 AM
F,12.88,12.87,13.63,13.50,5/13/2022 12:00:00 AM
GOOG,114.85,114.00,118.08,116.52,5/13/2022 12:00:00 AM
PFE,50.38,49.68,50.79,49.92,5/13/2022 12:00:00 AM
ATVI,77.43,77.34,78.32,77.74,5/13/2022 12:00:00 AM
ATVI,77.48,77.38,78.03,78.00,5/16/2022 12:00:00 AM
PFE,49.87,49.87,51.05,50.67,5/16/2022 12:00:00 AM
GOOG,115.38,114.33,116.61,114.79,5/16/2022 12:00:00 AM
F,13.49,12.98,13.52,13.05,5/16/2022 12:00:00 AM
F,13.34,13.16,13.53,13.53,5/17/2022 12:00:00 AM
GOOG,117.23,115.34,117.23,116.70,5/17/2022 12:00:00 AM
PFE,50.95,50.18,51.52,51.34,5/17/2022 12:00:00 AM
ATVI,78.50,78.00,78.57,78.54,5/17/2022 12:00:00 AM
ATVI,78.53,77.79,78.62,77.92,5/18/2022 12:00:00 AM
PFE,51.22,50.16,51.42,50.40,5/18/2022 12:00:00 AM
GOOG,115.24,112.14,115.70,112.40,5/18/2022 12:00:00 AM
F,13.25,12.71,13.36,12.78,5/18/2022 12:00:00 AM
F,12.64,12.63,13.12,12.85,5/19/2022 12:00:00 AM
GOOG,111.84,110.47,113.59,110.75,5/19/2022 12:00:00 AM
PFE,50.00,49.59,50.88,50.65,5/19/2022 12:00:00 AM
ATVI,77.92,77.41,78.29,77.74,5/19/2022 12:00:00 AM
ATVI,78.06,77.01,78.21,77.40,5/20/2022 12:00:00 AM
PFE,51.27,51.13,52.70,52.47,5/20/2022 12:00:00 AM
GOOG,112.09,106.37,112.55,109.31,5/20/2022 12:00:00 AM
F,13.05,12.07,13.12,12.50,5/20/2022 12:00:00 AM
F,12.64,12.49,12.95,12.83,5/23/2022 12:00:00 AM
GOOG,110.10,109.15,112.01,111.67,5/23/2022 12:00:00 AM
PFE,52.58,52.48,53.70,52.88,5/23/2022 12:00:00 AM
ATVI,77.94,77.10,78.15,77.20,5/23/2022 12:00:00 AM
ATVI,77.07,76.40,77.33,77.03,5/24/2022 12:00:00 AM
PFE,52.71,52.71,53.61,53.41,5/24/2022 12:00:00 AM
GOOG,106.38,102.21,106.39,105.93,5/24/2022 12:00:00 AM
F,12.60,12.27,12.68,12.42,5/24/2022 12:00:00 AM
F,12.33,12.32,12.81,12.71,5/25/2022 12:00:00 AM
GOOG,105.14,104.21,106.54,105.84,5/25/2022 12:00:00 AM
PFE,53.20,53.05,54.05,53.71,5/25/2022 12:00:00 AM
ATVI,77.08,77.00,77.77,77.71,5/25/2022 12:00:00 AM
ATVI,77.59,77.36,78.12,77.99,5/26/2022 12:00:00 AM
PFE,54.06,53.88,54.92,53.99,5/26/2022 12:00:00 AM
GOOG,106.05,105.49,108.96,108.30,5/26/2022 12:00:00 AM
F,12.80,12.79,13.20,13.12,5/26/2022 12:00:00 AM
F,13.26,13.24,13.63,13.63,5/27/2022 12:00:00 AM
GOOG,109.79,109.55,112.87,112.80,5/27/2022 12:00:00 AM
PFE,53.92,53.52,54.41,53.91,5/27/2022 12:00:00 AM
ATVI,78.21,77.93,78.64,78.20,5/27/2022 12:00:00 AM
ATVI,77.88,77.36,78.83,77.88,5/31/2022 12:00:00 AM
PFE,53.32,51.94,53.49,53.04,5/31/2022 12:00:00 AM
GOOG,113.08,112.57,116.43,114.04,5/31/2022 12:00:00 AM
F,13.68,13.35,13.82,13.68,5/31/2022 12:00:00 AM
F,13.88,13.40,13.97,13.55,6/1/2022 12:00:00 AM
GOOG,114.93,113.55,117.40,114.14,6/1/2022 12:00:00 AM
PFE,53.25,51.84,53.28,52.37,6/1/2022 12:00:00 AM
ATVI,78.05,77.04,78.21,77.41,6/1/2022 12:00:00 AM
ATVI,77.50,77.33,78.29,78.23,6/2/2022 12:00:00 AM
PFE,52.37,51.04,52.74,52.68,6/2/2022 12:00:00 AM
GOOG,114.19,113.31,117.90,117.75,6/2/2022 12:00:00 AM
F,13.64,13.60,13.96,13.89,6/2/2022 12:00:00 AM
F,13.63,13.36,13.78,13.50,6/3/2022 12:00:00 AM
GOOG,115.99,113.67,116.36,114.56,6/3/2022 12:00:00 AM
PFE,52.46,52.46,53.53,53.20,6/3/2022 12:00:00 AM
ATVI,77.84,77.66,78.11,77.89,6/3/2022 12:00:00 AM
ATVI,78.20,77.72,78.52,77.79,6/6/2022 12:00:00 AM
PFE,53.19,53.00,53.72,53.26,6/6/2022 12:00:00 AM
GOOG,116.74,116.53,119.40,117.01,6/6/2022 12:00:00 AM
F,13.74,13.38,13.74,13.46,6/6/2022 12:00:00 AM
F,13.26,13.19,13.77,13.74,6/7/2022 12:00:00 AM
GOOG,115.65,115.13,117.75,117.23,6/7/2022 12:00:00 AM
PFE,53.28,53.01,53.97,53.96,6/7/2022 12:00:00 AM
ATVI,77.63,77.53,78.10,78.03,6/7/2022 12:00:00 AM
ATVI,77.94,77.47,78.15,77.63,6/8/2022 12:00:00 AM
PFE,54.06,53.41,54.56,53.47,6/8/2022 12:00:00 AM
GOOG,116.88,116.70,118.65,117.24,6/8/2022 12:00:00 AM
F,13.63,13.44,13.85,13.53,6/8/2022 12:00:00 AM
F,13.51,13.28,13.59,13.28,6/9/2022 12:00:00 AM
GOOG,116.34,114.87,118.35,114.92,6/9/2022 12:00:00 AM
PFE,53.27,51.70,53.65,51.78,6/9/2022 12:00:00 AM
ATVI,77.51,76.62,77.69,76.78,6/9/2022 12:00:00 AM
ATVI,76.50,76.05,77.02,76.48,6/10/2022 12:00:00 AM
PFE,51.31,49.95,51.37,49.97,6/10/2022 12:00:00 AM
GOOG,112.78,110.86,113.50,111.43,6/10/2022 12:00:00 AM
F,13.00,12.63,13.21,12.75,6/10/2022 12:00:00 AM
F,12.30,11.74,12.38,11.81,6/13/2022 12:00:00 AM
GOOG,107.45,106.59,109.22,106.88,6/13/2022 12:00:00 AM
PFE,48.82,47.71,49.28,47.91,6/13/2022 12:00:00 AM
ATVI,75.92,74.72,76.01,74.76,6/13/2022 12:00:00 AM
ATVI,75.25,74.24,75.40,74.64,6/14/2022 12:00:00 AM
PFE,47.75,47.22,48.47,47.92,6/14/2022 12:00:00 AM
GOOG,106.89,106.35,108.46,107.19,6/14/2022 12:00:00 AM
F,11.99,11.91,12.42,12.20,6/14/2022 12:00:00 AM
F,12.22,12.00,12.42,12.27,6/15/2022 12:00:00 AM
GOOG,108.90,108.12,112.06,110.39,6/15/2022 12:00:00 AM
PFE,47.88,47.18,48.98,48.51,6/15/2022 12:00:00 AM
ATVI,75.13,74.47,75.91,75.35,6/15/2022 12:00:00 AM
ATVI,75.00,73.71,75.40,73.93,6/16/2022 12:00:00 AM
PFE,47.69,47.05,48.00,47.48,6/16/2022 12:00:00 AM
GOOG,108.15,105.79,109.29,106.64,6/16/2022 12:00:00 AM
F,11.80,11.12,11.91,11.25,6/16/2022 12:00:00 AM
F,11.24,10.90,11.44,11.23,6/17/2022 12:00:00 AM
GOOG,106.53,105.63,109.25,107.87,6/17/2022 12:00:00 AM
PFE,47.38,46.28,48.03,46.53,6/17/2022 12:00:00 AM
ATVI,74.00,73.72,75.27,74.71,6/17/2022 12:00:00 AM
ATVI,75.11,75.10,76.31,76.05,6/21/2022 12:00:00 AM
PFE,47.32,46.95,48.44,48.11,6/21/2022 12:00:00 AM
GOOG,109.70,109.29,112.67,112.02,6/21/2022 12:00:00 AM
F,11.55,11.35,11.65,11.46,6/21/2022 12:00:00 AM
F,11.26,11.21,11.68,11.48,6/22/2022 12:00:00 AM
GOOG,111.16,110.72,113.77,112.03,6/22/2022 12:00:00 AM
PFE,48.03,47.77,49.58,49.07,6/22/2022 12:00:00 AM
ATVI,75.50,75.50,76.25,75.70,6/22/2022 12:00:00 AM
ATVI,76.30,75.77,76.67,76.49,6/23/2022 12:00:00 AM
PFE,49.23,48.98,50.17,50.09,6/23/2022 12:00:00 AM
GOOG,112.95,111.03,113.20,112.68,6/23/2022 12:00:00 AM
F,11.50,11.25,11.58,11.56,6/23/2022 12:00:00 AM
F,11.65,11.57,12.12,12.01,6/24/2022 12:00:00 AM
GOOG,113.60,113.60,118.64,118.54,6/24/2022 12:00:00 AM
PFE,50.65,50.30,51.64,51.59,6/24/2022 12:00:00 AM
ATVI,76.78,76.57,78.03,77.94,6/24/2022 12:00:00 AM
ATVI,77.63,77.34,78.32,78.01,6/27/2022 12:00:00 AM
PFE,51.48,51.26,52.23,51.88,6/27/2022 12:00:00 AM
GOOG,118.94,116.00,119.25,116.62,6/27/2022 12:00:00 AM
F,12.12,11.90,12.18,12.04,6/27/2022 12:00:00 AM
F,12.14,11.80,12.44,11.81,6/28/2022 12:00:00 AM
GOOG,116.35,112.44,117.86,112.57,6/28/2022 12:00:00 AM
PFE,51.83,50.41,51.97,50.66,6/28/2022 12:00:00 AM
ATVI,78.09,76.94,78.24,77.16,6/28/2022 12:00:00 AM
ATVI,77.35,77.18,78.15,77.96,6/29/2022 12:00:00 AM
PFE,50.73,50.66,51.44,50.94,6/29/2022 12:00:00 AM
GOOG,112.15,111.55,113.66,112.26,6/29/2022 12:00:00 AM
F,11.74,11.38,11.76,11.52,6/29/2022 12:00:00 AM
F,11.24,10.93,11.36,11.13,6/30/2022 12:00:00 AM
GOOG,110.50,107.31,111.33,109.37,6/30/2022 12:00:00 AM
PFE,51.69,51.09,52.88,52.43,6/30/2022 12:00:00 AM
ATVI,77.60,77.19,78.11,77.86,6/30/2022 12:00:00 AM
ATVI,77.97,77.70,78.68,78.57,7/1/2022 12:00:00 AM
PFE,52.04,51.25,52.37,52.31,7/1/2022 12:00:00 AM
GOOG,108.34,107.11,109.81,109.08,7/1/2022 12:00:00 AM
F,11.10,10.99,11.50,11.32,7/1/2022 12:00:00 AM
F,11.05,10.61,11.21,11.20,7/5/2022 12:00:00 AM
GOOG,107.51,106.25,114.05,113.89,7/5/2022 12:00:00 AM
PFE,51.75,50.40,51.89,51.64,7/5/2022 12:00:00 AM
ATVI,78.55,77.80,79.00,78.87,7/5/2022 12:00:00 AM
ATVI,78.57,78.10,78.86,78.37,7/6/2022 12:00:00 AM
PFE,51.64,51.58,52.96,52.75,7/6/2022 12:00:00 AM
GOOG,114.09,112.25,116.35,115.21,7/6/2022 12:00:00 AM
F,11.15,10.84,11.27,11.06,7/6/2022 12:00:00 AM
F,11.33,11.33,11.72,11.65,7/7/2022 12:00:00 AM
GOOG,116.01,115.53,119.86,119.31,7/7/2022 12:00:00 AM
PFE,52.95,52.79,53.54,53.42,7/7/2022 12:00:00 AM
ATVI,78.24,77.61,78.72,78.61,7/7/2022 12:00:00 AM
ATVI,78.15,77.86,78.81,78.13,7/8/2022 12:00:00 AM
PFE,53.05,52.76,53.92,53.17,7/8/2022 12:00:00 AM
GOOG,117.55,117.51,120.44,120.17,7/8/2022 12:00:00 AM
F,11.65,11.48,11.78,11.62,7/8/2022 12:00:00 AM
F,11.54,11.27,11.66,11.29,7/11/2022 12:00:00 AM
GOOG,118.65,116.23,118.79,116.52,7/11/2022 12:00:00 AM
PFE,53.00,52.75,53.74,52.89,7/11/2022 12:00:00 AM
ATVI,77.92,77.61,78.38,77.79,7/11/2022 12:00:00 AM
ATVI,77.90,76.40,78.21,76.54,7/12/2022 12:00:00 AM
PFE,52.69,51.70,52.78,52.04,7/12/2022 12:00:00 AM
GOOG,116.84,114.62,117.85,114.85,7/12/2022 12:00:00 AM
F,11.29,11.27,11.72,11.56,7/12/2022 12:00:00 AM
F,11.31,11.17,11.58,11.51,7/13/2022 12:00:00 AM
GOOG,112.64,111.82,115.16,112.19,7/13/2022 12:00:00 AM
PFE,51.86,51.51,52.31,51.79,7/13/2022 12:00:00 AM
ATVI,76.06,75.79,76.55,75.96,7/13/2022 12:00:00 AM
ATVI,75.65,75.38,76.44,76.24,7/14/2022 12:00:00 AM
PFE,50.75,50.63,51.59,51.39,7/14/2022 12:00:00 AM
